List Number	Series Number	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work_Wikidata_ID	Author_Wikidata_ID
1		2006						Aesop’s Fables	Aesopus	2) Deleted 2008		174	Greek	pre-1700s		Q865902	Q43423
2		2006						Metamorphoses	Ovid	2) Deleted 2008		368	Roman	pre-1700s		Q184742	Q7198
3		2006						Chaireas and Kallirhoe	Chariton	2) Deleted 2008		1136		pre-1700s		Q2972092	Q434567
4		2006						An Ethiopian Romance	Heliodorus	2) Deleted 2008	Aithiopika	1164	Syrian	pre-1700s		Q2657860	Q313011
5		2006	2008	2010	2012	2018		The Thousand and One Nights	Anonymous	1) core list		525	Arabian	pre-1700s		Q8258	Q4233718
6			2008	2010	2012	2018		The Tale of the Bamboo Cutter	Anonymous	3) Added 2008		873		pre-1700s		Q923593	Q4233718
7			2008	2010	2012	2018		The Tale of Genji	Murasaki, Shikibu	3) Added 2008		1082		pre-1700s		Q8269	Q81731
8			2008	2010	2012	2018		Romance of the Three Kingdoms	Luo, Guanzhong	3) Added 2008		1158		pre-1700s		Q70806	Q264517
9			2008	2010	2012	2018		The Water Margin	Shi, Nai'an	3) Added 2008		414		pre-1700s		Q70827	Q1777502
10			2008	2010	2012	2018		Tirant lo Blanc	Martorell, Joanot	3) Added 2008		1280		pre-1700s		Q559667	Q363836
11			2008	2010	2012	2018		La Celestina	Rojas, Fernando de	3) Added 2008		1154		pre-1700s		Q583705	Q353841
12			2008	2010	2012	2018		Amadis of Gaul	Montalvo, Garci Rodríguez de	3) Added 2008		1195		pre-1700s		Q452075	Q723468
13			2008	2010	2012	2018		The Life of Lazarillo de Tormes	Anonymous	3) Added 2008	La vida del Lazarillo de Tormes	1001		pre-1700s		Q770895	Q4233718
14		2006	2008	2010	2012	2018		Gargantua and Pantagruel	Rabelais, François	1) core list		1055	French	pre-1700s		Q822290	Q131018
15			2008	2010	2012	2018		The Lusiads	Camões, Luís de	3) Added 2008		293		pre-1700s		Q781898	Q590
16			2008	2010	2012	2018		Monkey: Journey to the West	Wu, Cheng'en	3) Added 2008		294		pre-1700s		Q70784	Q228889
17		2006						Euphues: The Anatomy of Wit	Lyly, John	2) Deleted 2008		1297	English	pre-1700s		Q5410723	Q261627
18		2006	2008	2010	2012	2018		The Unfortunate Traveller	Nashe, Thomas	1) core list		1200	English	pre-1700s		Q1588078	Q443042
19			2008	2010	2012	2018		Thomas of Reading	Deloney, Thomas	3) Added 2008		1307		pre-1700s		Q127500887	Q1530410
20		2006	2008	2010	2012	2018		The Golden Ass	Apuleius, Lucius	1) core list		465	Roman	pre-1700s		Q1044767	Q170512
21		2006	2008	2010	2012	2018		Don Quixote	Cervantes Saavedra, Miguel de	1) core list		840	Spanish	pre-1700s		Q480	Q5682
22			2008	2010	2012	2018		The Travels of Persiles and Sigismunda	Cervantes Saavedra, Miguel de	3) Added 2008	Los trabajos de Persiles y Sigismunda	1123	Spanish	pre-1700s		Q2634153	Q5682
23			2008	2010	2012	2018		The Conquest of New Spain	Díaz del Castillo, Bernal	3) Added 2008		234		pre-1700s		Q378485	Q315795
24			2008	2010	2012	2018		The Adventurous Simplicissimus	Grimmelshausen, Hans von	3) Added 2008	Der abenteuerliche Simplicissimus	946		pre-1700s		Q705839	Q31220
25		2006						The Pilgrim’s Progress	Bunyan, John	2) Deleted 2008		259	English	pre-1700s		Q268211	Q108206
26		2006	2008	2010	2012	2018		The Princess of Clèves	La Fayette, Madame de	1) core list	La Princess de Clèves	1122	French	pre-1700s		Q1157010	Q237090
27		2006	2008	2010	2012	2018		Oroonoko	Behn, Aphra	1) core list		1272	English	pre-1700s		Q2453934	Q231886
28		2006						A Tale of a Tub	Swift, Jonathan	2) Deleted 2008		1005	English	1700s		Q2353123	Q41166
29		2006	2008	2010	2012	2018		Robinson Crusoe	Defoe, Daniel	1) core list		834	English	1700s		Q483034	Q40946
30		2006	2008	2010	2012	2018		Love in Excess	Haywood, Eliza	1) core list		1188	English	1700s		Q1588738	Q1559438
31		2006	2008	2010	2012	2018		Moll Flanders	Defoe, Daniel	1) core list		1034	English	1700s		Q612523	Q40946
32		2006						Roxana	Defoe, Daniel	2) Deleted 2008		1147	English	1700s		Q3825485	Q40946
33		2006	2008	2010	2012	2018		Gulliver’s Travels	Swift, Jonathan	1) core list		990	English	1700s		Q181488	Q41166
34		2006	2008	2010	2012	2018		A Modest Proposal	Swift, Jonathan	1) core list		106	English	1700s		Q264143	Q41166
35		2006	2008	2010	2012	2018		Joseph Andrews	Fielding, Henry	1) core list		1204	English	1700s		Q784226	Q34190
36		2006	2008	2010	2012	2018		Memoirs of Martinus Scriblerus	Arbuthnot, John et al	1) core list		1090	Irish	1700s		Q2587918	Q435816
37		2006	2008	2010	2012	2018		Pamela	Richardson, Samuel	1) core list		1299	English	1700s		Q2048624	Q295941
38		2006	2008	2010	2012	2018		Clarissa	Richardson, Samuel	1) core list		1276	English	1700s		Q980534	Q295941
39		2006						Roderick Random	Smollett, Tobias George	2) Deleted 2008		1157	English	1700s		Q7712626	Q356283
40		2006	2008	2010	2012	2018		Tom Jones	Fielding, Henry	1) core list		1023	English	1700s		Q248096	Q34190
41		2006	2008	2010	2012	2018		Fanny Hill	Cleland, John	1) core list		1186	English	1700s		Q1395765	Q460861
42		2006	2008	2010	2012	2018		Peregrine Pickle	Smollett, Tobias George	1) core list		1222	Scottish	1700s		Q7712607	Q356283
43		2006						Amelia	Fielding, Henry	2) Deleted 2008		1171	English	1700s		Q2842656	Q34190
44		2006	2008	2010	2012	2018		The Female Quixote	Lennox, Charlotte	1) core list		1069	America	1700s		Q1404172	Q441757
45		2006	2008	2010	2012	2018		Candide	Voltaire	1) core list		565	French	1700s		Q215894	Q9068
46		2006	2008	2010	2012	2018		The History of Rasselas, Prince of Abissinia	Johnson, Samuel	1) core list		1084	English	1700s		Q3419875	Q183266
47		2006	2008	2010	2012	2018		Julie; or, the New Eloise	Rousseau, Jean-Jacques	1) core list		1224	French	1700s		Q129289	Q6527
48		2006	2008	2010	2012	2018		Émile; or, On Education	Rousseau, Jean-Jacques	1) core list		1037	French	1700s		Q913599	Q6527
49		2006	2008	2010	2012	2018		The Castle of Otranto	Walpole, Horace	1) core list		1223	English	1700s		Q548576	Q309903
50		2006	2008	2010	2012	2018		The Vicar of Wakefield	Goldsmith, Oliver	1) core list		1052	English	1700s		Q1196205	Q236236
51		2006	2008	2010	2012	2018		Tristram Shandy	Sterne, Laurence	1) core list		949	English	1700s		Q1164083	Q218960
52		2006	2008	2010	2012	2018		A Sentimental Journey	Sterne, Laurence	1) core list		1148	English	1700s		Q768792	Q218960
53		2006	2008	2010	2012	2018		The Man of Feeling	Mackenzie, Henry	1) core list		1266	Scottish	1700s		Q7750109	Q1276720
54		2006	2008	2010	2012	2018		Humphry Clinker	Smollett, Tobias George	1) core list		1156	Scottish	1700s		Q3203413	Q356283
55		2006	2008	2010	2012	2018		The Sorrows of Young Werther	Goethe, Johann Wolfgang von	1) core list		778	German	1700s		Q151883	Q5879
56		2006	2008	2010	2012	2018		Evelina	Burney, Fanny	1) core list		938	English	1700s		Q1635110	Q259530
57		2006	2008	2010	2012	2018		Reveries of a Solitary Walker	Rousseau, Jean-Jacques	1) core list		835	French	1700s		Q129476	Q6527
58		2006	2008	2010	2012	2018		Dangerous Liaisons	Laclos, Pierre Choderlos de	1) core list		213	French	1700s		Q862050	Q212476
59		2006	2008	2010	2012	2018		Confessions	Rousseau, Jean-Jacques	1) core list		1056	French	1700s		Q1207595	Q6527
60		2006						Cecilia	Burney, Fanny	2) Deleted 2008		1064	English	1700s		Q3233990	Q259530
61		2006	2008	2010	2012	2018		The 120 Days of Sodom	Sade, Marquis de	1) core list		1262	French	1700s		Q1210734	Q123867
62			2008	2010	2012	2018		Anton Reiser	Moritz, Karl Philipp	3) Added 2008		1051		1700s		Q593385	Q215781
63		2006	2008	2010	2012	2018		Vathek	Beckford, William Thomas	1) core list		1191	English	1700s		Q54548	Q361026
64		2006	2008	2010	2012	2018		Justine	Sade, Marquis de	1) core list		1129	French	1700s		Q1329470	Q123867
65			2008	2010	2012	2018		A Dream of Red Mansions	Cao, Xueqin	3) Added 2008		201		1700s		Q8265	Q182874
66		2006	2008	2010	2012	2018		The Adventures of Caleb Williams	Godwin, William	1) core list		1127	English	1700s		Q7784409	Q188569
67		2006	2008	2010	2012	2018		The Interesting Narrative	Equiano, Olaudah	1) core list		757	Nigerian	1700s		Q7742270	Q379887
68		2006	2008	2010	2012	2018		The Mysteries of Udolpho	Radcliffe, Ann	1) core list		1209	English	1700s		Q2600909	Q231944
69		2006	2008	2010	2012	2018		Wilhelm Meister’s Apprenticeship	Goethe, Johann Wolfgang von	1) core list		772	German	1700s		Q1194031	Q5879
70		2006	2008	2010	2012	2018		The Monk	Lewis, M.G.	1) core list		694	English	1700s		Q2659564	Q121060
71		2006	2008	2010	2012	2018		Camilla	Burney, Fanny	1) core list		1054	English	1700s		Q2934813	Q259530
72		2006	2008	2010	2012	2018		Jacques the Fatalist	Diderot, Denis	1) core list		584	French	1700s		Q945216	Q448
73		2006	2008	2010	2012	2018		The Nun	Diderot, Denis	1) core list		806	French	1700s		Q1209658	Q448
74		2006	2008	2010	2012	2018		Hyperion	Hölderlin, Friedrich	1) core list	Hyperion oder Der Eremit in Griechenland	361	German	1700s		Q1190094	Q75889
75		2006	2008	2010	2012	2018		Castle Rackrent	Edgeworth, Maria	1) core list		1228	English	1800s		Q5050238	Q237575
76			2008	2010	2012	2018		Henry of Ofterdingen	Novalis	3) Added 2008		948		1800s		Q58178849	Q60684
77		2006	2008	2010	2012	2018		Rameau’s Nephew	Diderot, Denis	1) core list		1130	French	1800s		Q1336786	Q448
78		2006	2008	2010	2012	2018		Elective Affinities	Goethe, Johann Wolfgang von	1) core list		781	German	1800s		Q951198	Q5879
79		2006						The Absentee	Edgeworth, Maria	2) Deleted 2008		1041	English	1800s		Q7712149	Q237575
80			2008	2010	2012	2018		Michael Kohlhaas	Kleist, Heinrich von	3) Added 2008		1015		1800s		Q279676	Q28494
81		2006	2008	2010	2012	2018		Sense and Sensibility	Austen, Jane	1) core list		175	English	1800s		Q274744	Q36322
82		2006	2008	2010	2012	2018		Pride and Prejudice	Austen, Jane	1) core list		25	English	1800s		Q170583	Q36322
83		2006	2008	2010	2012	2018		Mansfield Park	Austen, Jane	1) core list		594	English	1800s		Q469690	Q36322
84		2006	2008	2010	2012	2018		Emma	Austen, Jane	1) core list		306	English	1800s		Q223880	Q36322
85		2006	2008	2010	2012	2018		Rob Roy	Scott, Sir Walter	1) core list		928	Scottish	1800s		Q2156104	Q79025
86		2006						Ormond	Edgeworth, Maria	2) Deleted 2008		1225	English	1800s		Q7103428	Q237575
87		2006						Persuasion	Austen, Jane	2) Deleted 2008		73	English	1800s		Q333179	Q36322
88		2006						Northanger Abbey	Austen, Jane	2) Deleted 2008		530	English	1800s		Q477508	Q36322
89		2006	2008	2010	2012	2018		Frankenstein	Shelley, Mary	1) core list		609	English	1800s		Q150827	Q47152
90		2006	2008	2010	2012	2018		Ivanhoe	Scott, Sir Walter	1) core list		813	Scottish	1800s		Q840974	Q79025
91		2006						The Monastery	Scott, Sir Walter	2) Deleted 2008		1231	Scottish	1800s		Q3224650	Q79025
92		2006	2008	2010	2012	2018		Melmoth the Wanderer	Maturin, Charles Robert	1) core list		984	Irish	1800s		Q1475956	Q561027
93		2006						The Albigenses	Maturin, Charles Robert	2) Deleted 2008		1312	Irish	1800s		Q117317300	Q561027
94			2008	2010	2012	2018		The Life and Opinions of the Tomcat Murr	Hoffmann, E.T.A.	3) Added 2008	Lebensansichten des Katers Murr	529		1800s		Q1314475	Q150471
95		2006	2008	2010	2012	2018		The Private Memoirs and Confessions of a Justified Sinner	Hogg, James	1) core list		888	Scottish	1800s		Q2992437	Q941810
96			2008	2010	2012	2018		The Life of a Good-for-Nothing	Eichendorff, Joseph von	3) Added 2008	Aus dem Leben eines Taugenichts	1146		1800s		Q777658	Q77204
97		2006	2008	2010	2012	2018		Last of the Mohicans	Cooper, James Fenimore	1) core list		837	American	1800s		Q493574	Q167856
98		2006	2008	2010	2012	2018		The Betrothed	Manzoni, Alessandro	1) core list	I Promessi Sposi	924	Italian	1800s		Q28491	Q1064
99		2006	2008	2010	2012	2018		The Red and the Black	Stendhal	1) core list		637	French	1800s		Q192649	Q502
100		2006	2008	2010	2012	2018		The Hunchback of Notre Dame	Hugo, Victor	1) core list		355	French	1800s		Q191380	Q535
101			2008	2010	2012	2018		Eugene Onegin	Pushkin, Alexander	3) Added 2008		120	Russian	1800s		Q50948	Q7200
102		2006	2008	2010	2012	2018		Eugénie Grandet	Balzac, Honoré de	1) core list		585	French	1800s		Q1373644	Q9711
103		2006	2008	2010	2012	2018		Père Goriot	Balzac, Honoré de	1) core list	Le Père Goriot	567	French	1800s		Q240617	Q9711
104		2006	2008	2010	2012	2018		The Nose	Gogol, Nikolay	1) core list		324	Russian	1800s		Q785580	Q43718
105		2006	2008	2010	2012	2018		Oliver Twist	Dickens, Charles	1) core list		635	English	1800s		Q164974	Q5686
106		2006						The Life and Adventures of Nicholas Nickleby	Dickens, Charles	2) Deleted 2008		685	English	1800s		Q847642	Q5686
107			2008	2010	2012	2018		The Lion of Flanders	Conscience, Hendrik	3) Added 2008		1247		1800s		Q977727	Q378133
108		2006	2008	2010	2012	2018		The Charterhouse of Parma	Stendhal	1) core list		722	French	1800s		Q1165714	Q502
109		2006	2008	2010	2012	2018		The Fall of the House of Usher	Poe, Edgar Allan	1) core list		216	American	1800s		Q1197735	Q16867
110			2008	2010	2012	2018		Camera Obscura	Hildebrand	3) Added 2008		1284		1800s		Q2053326	Q537100
111			2008	2010	2012	2018		A Hero of Our Times	Lermontov, Mikhail Yurevich	3) Added 2008		87		1800s		Q1304649	Q46599
112		2006	2008	2010	2012	2018		Dead Souls	Gogol, Nikolay	1) core list		382	Russian	1800s		Q647379	Q43718
113		2006						A Christmas Carol	Dickens, Charles	2) Deleted 2008		118	English	1800s		Q62879	Q5686
114		2006	2008	2010	2012	2018		Lost Illusions	Balzac, Honoré de	1) core list		203	French	1800s		Q2092894	Q9711
115		2006	2008	2010	2012	2018		The Pit and the Pendulum	Poe, Edgar Allan	1) core list		39	American	1800s		Q379449	Q16867
116		2006						Martin Chuzzlewit	Dickens, Charles	2) Deleted 2008		860	English	1800s		Q1903609	Q5686
117		2006						The Purloined Letter	Poe, Edgar Allan	2) Deleted 2008		665	American	1800s		Q733448	Q16867
118		2006	2008	2010	2012	2018		The Three Musketeers	Dumas, Alexandre	1) core list		262	French	1800s		Q140527	Q38337
119		2006						Queen Margot	Dumas, Alexandre	2) Deleted 2008	La Reine Margot	178	French	1800s		Q2020094	Q38337
120			2008	2010	2012	2018		Facundo	Sarmiento, Domingo Faustino	3) Added 2008		1105		1800s		Q807736	Q254041
121			2008	2010	2012	2018		The Devil's Pool	Sand, George	3) Added 2008	La mare au diable	1111	English	1800s		Q3210542	Q3816
122		2006	2008	2010	2012	2018		The Count of Monte-Cristo	Dumas, Alexandre	1) core list	Le Comte du Monte-Cristo	287	French	1800s		Q191838	Q38337
123		2006	2008	2010	2012	2018		Jane Eyre	Brontë, Charlotte	1) core list		160	English	1800s		Q182961	Q127332
124		2006	2008	2010	2012	2018		Vanity Fair	Thackeray, William Makepeace	1) core list		919	English	1800s		Q612836	Q167768
125		2006						Agnes Grey	Brontë, Anne	2) Deleted 2008		797	English	1800s		Q517172	Q44520
126		2006	2008	2010	2012	2018		Wuthering Heights	Brontë, Emily	1) core list		581	English	1800s		Q202975	Q80137
127		2006	2008	2010	2012	2018		The Tenant of Wildfell Hall	Brontë, Anne	1) core list		458	English	1800s		Q44701	Q44520
128		2006						Mary Barton	Gaskell, Elizabeth	2) Deleted 2008		849	English	1800s		Q2607078	Q229226
129		2006						Shirley	Brontë, Charlotte	2) Deleted 2008		894	English	1800s		Q615175	Q127332
130		2006	2008	2010	2012	2018		David Copperfield	Dickens, Charles	1) core list		555	English	1800s		Q189811	Q5686
131		2006	2008	2010	2012	2018		The Scarlet Letter	Hawthorne, Nathaniel	1) core list		1115	American	1800s		Q907568	Q69339
132		2006	2008	2010	2012	2018		Moby-Dick	Melville, Herman	1) core list		1125	American	1800s		Q174596	Q4985
133		2006	2008	2010	2012	2018		The House of the Seven Gables	Hawthorne, Nathaniel	1) core list		1060	American	1800s		Q1141732	Q69339
134		2006						The Blithedale Romance	Hawthorne, Nathaniel	2) Deleted 2008		1172	American	1800s		Q4007947	Q69339
135		2006	2008	2010	2012	2018		Uncle Tom’s Cabin	Stowe, Harriet Beecher	1) core list		542	American	1800s		Q2222	Q102513
136		2006	2008	2010	2012	2018		Cranford	Gaskell, Elizabeth	1) core list		491	English	1800s		Q265100	Q229226
137		2006						Villette	Brontë, Charlotte	2) Deleted 2008		816	English	1800s		Q2449570	Q127332
138		2006	2008	2010	2012	2018		Bleak House	Dickens, Charles	1) core list		579	English	1800s		Q883305	Q5686
139		2006	2008	2010	2012	2018		Walden	Thoreau, Henry David	1) core list		633	American	1800s		Q863534	Q131149
140		2006						Hard Times	Dickens, Charles	2) Deleted 2008		1035	English	1800s		Q1340493	Q5686
141			2008	2010	2012	2018		Green Henry	Keller, Gottfried	3) Added 2008		1118		1800s		Q1198871	Q122370
142		2006	2008	2010	2012	2018		North and South	Gaskell, Elizabeth	1) core list		145	English	1800s		Q1853142	Q229226
143		2006	2008	2010	2012	2018		Madame Bovary	Flaubert, Gustave	1) core list	Madame Bovary	856	French	1800s		Q193417	Q43444
144			2008	2010	2012	2018		Indian Summer	Stifter, Adalbert	3) Added 2008		656		1800s		Q167320	Q168542
145		2006	2008	2010	2012	2018		Adam Bede	Eliot, George	1) core list		810	English	1800s		Q2611046	Q131333
146		2006	2008	2010	2012	2018		Oblomov	Goncharov, Ivan	1) core list		328	Russian	1800s		Q842074	Q189665
147		2006						A Tale of Two Cities	Dickens, Charles	2) Deleted 2008		618	English	1800s		Q308918	Q5686
148		2006	2008	2010	2012	2018		The Woman in White	Collins, Wilkie	1) core list		431	English	1800s		Q1212672	Q210740
149		2006	2008	2010	2012	2018		The Mill on the Floss	Eliot, George	1) core list		773	English	1800s		Q1215018	Q131333
150		2006						Castle Richmond	Trollope, Anthony	2) Deleted 2008		1175	English	1800s		Q5050241	Q318399
151		2006						On the Eve	Turgenev, Ivan	2) Deleted 2008		596	Russian	1800s		Q144547	Q42831
152		2006	2008	2010	2012	2018		Max Havelaar	Multatuli	1) core list		1078	Dutch	1800s		Q919067	Q154211
153		2006						The Marble Faun	Hawthorne, Nathaniel	2) Deleted 2008		1143	American	1800s		Q3222702	Q69339
154		2006	2008	2010	2012	2018		Great Expectations	Dickens, Charles	1) core list		747	English	1800s		Q219552	Q5686
155		2006	2008	2010	2012	2018		Silas Marner	Eliot, George	1) core list		887	English	1800s		Q638327	Q131333
156		2006	2008	2010	2012	2018		Fathers and Sons	Turgenev, Ivan	1) core list		280	Russuan	1800s		Q29424	Q42831
157		2006	2008	2010	2012	2018		Les Misérables	Hugo, Victor	1) core list	Les Misérables	521	French	1800s		Q180736	Q535
158		2006	2008	2010	2012	2018		The Water-Babies	Kingsley, Charles	1) core list		1117	English	1800s		Q14914646	Q353238
159		2006	2008	2010	2012	2018		Notes from the Underground	Dostoevsky, Fyodor	1) core list		49	Russian	1800s		Q695116	Q991
160		2006	2008	2010	2012	2018		Uncle Silas	Le Fanu, Sheridan	1) core list		883	Irish	1800s		Q3835925	Q326467
161		2006						Our Mutual Friend	Dickens, Charles	2) Deleted 2008		386	English	1800s		Q1557935	Q5686
162		2006	2008	2010	2012	2018		Alice’s Adventures in Wonderland	Carroll, Lewis	1) core list		152	English	1800s		Q92640	Q38082
163		2006	2008	2010	2012	2018		Journey to the Centre of the Earth	Verne, Jules	1) core list		440	French	1800s		Q219457	Q33977
164		2006	2008	2010	2012	2018		Crime and Punishment	Dostoevsky, Fyodor	1) core list		109	Russian	1800s		Q165318	Q991
165		2006	2008	2010	2012	2018		The Last Chronicle of Barset	Trollope, Anthony	1) core list		330	English	1800s		Q7745622	Q318399
166		2006	2008	2010	2012	2018		Thérèse Raquin	Zola, Émile	1) core list		743	French	1800s		Q268545	Q504
167		2006	2008	2010	2012	2018		The Moonstone	Collins, Wilkie	1) core list		512	English	1800s		Q2362563	Q210740
168		2006	2008	2010	2012	2018		Little Women	Alcott, Louisa May	1) core list		202	American	1800s		Q523076	Q185696
169		2006	2008	2010	2012	2018		The Idiot	Dostoevsky, Fyodor	1) core list		148	Russian	1800s		Q210784	Q991
170		2006	2008	2010	2012	2018		Maldoror	Lautréaumont, Comte de	1) core list		98	French	1800s		Q1213025	Q294181
171		2006	2008	2010	2012	2018		Phineas Finn	Trollope, Anthony	1) core list		586	English	1800s		Q7186349	Q318399
172		2006	2008	2010	2012	2018		Sentimental Education	Flaubert, Gustave	1) core list		660	French	1800s		Q1212285	Q43444
173		2006	2008	2010	2012	2018		War and Peace	Tolstoy, Leo	1) core list		582	Russian	1800s		Q161531	Q7243
174		2006						He Knew He Was Right	Trollope, Anthony	2) Deleted 2008		868	English	1800s		Q5688834	Q318399
175		2006	2008	2010	2012	2018		King Lear of the Steppes	Turgenev, Ivan	1) core list		1177	Russian	1800s		Q3548983	Q42831
176		2006	2008	2010	2012	2018		Through the Looking Glass	Carroll, Lewis	1) core list		143	English	1800s		Q220331	Q38082
177		2006	2008	2010	2012	2018		Middlemarch	Eliot, George	1) core list		631	English	1800s		Q313129	Q131333
178		2006	2008	2010	2012	2018		Spring Torrents	Turgenev, Ivan	1) core list		405	Russian	1800s		Q1826666	Q42831
179		2006	2008	2010	2012	2018		Erewhon	Butler, Samuel	1) core list		1211	English	1800s		Q1350048	Q312829
180		2006	2008	2010	2012	2018		The Devils	Dostoevsky, Fyodor	1) core list		86	Russian	1800s		Q329989	Q991
181		2006	2008	2010	2012	2018		In a Glass Darkly	Le Fanu, Sheridan	1) core list		643	Irish	1800s		Q6011356	Q326467
182		2006	2008	2010	2012	2018		Around the World in Eighty Days	Verne, Jules	1) core list		344	French	1800s		Q1219561	Q33977
183		2006	2008	2010	2012	2018		The Enchanted Wanderer	Leskov, Nikolai	1) core list		505	Russian	1800s		Q4340655	Q209004
184		2006	2008	2010	2012	2018		Far from the Madding Crowd	Hardy, Thomas	1) core list		394	English	1800s		Q5642996	Q132805
185		2006						The Temptation of Saint Anthony	Flaubert, Gustave	2) Deleted 2008		698	French	1800s		Q1217245	Q43444
186		2006						The Hand of Ethelberta	Hardy, Thomas	2) Deleted 2008		1030	Engliish	1800s		Q2661231	Q132805
187		2006						Daniel Deronda	Eliot, George	2) Deleted 2008		808	English	1800s		Q552238	Q131333
188		2006						Virgin Soil	Turgenev, Ivan	2) Deleted 2008		763	Russian	1800s		Q3518729	Q42831
189			2008	2010	2012	2018		Pepita Jimenez	Valera, Juan	3) Added 2008		1114		1800s		Q5562244	Q463630
190			2008	2010	2012	2018		The Crime of Father Amaro	Eça de Queirós, José Maria	3) Added 2008		265		1800s		Q3282044	Q316327
191		2006	2008	2010	2012	2018		Drunkard	Zola, Émile	1) core list	L'assomoir	318	French	1800s		Q1197590	Q504
192		2006	2008	2010	2012	2018		Anna Karenina	Tolstoy, Leo	1) core list		483	Russian	1800s		Q147787	Q7243
193		2006						Return of the Native	Hardy, Thomas	2) Deleted 2008		589	English	1800s		Q141568	Q132805
194			2008	2010	2012	2018		Martin Fierro	Hernandez, Jose	3) Added 2008		852		1800s		Q832330	Q377623
195		2006	2008	2010	2012	2018		The Red Room	Strindberg, August	1) core list	Röda rummet	1202	Swedish	1800s		Q178563	Q7724
196		2006						The Brothers Karamazov	Dostoevsky, Fyodor	2) Deleted 2008		59	Russian	1800s		Q183157	Q991
197		2006	2008	2010	2012	2018		Ben-Hur	Wallace, Lew	1) core list		362	American	1800s		Q816528	Q357102
198		2006	2008	2010	2012	2018		Nana	Zola, Émile	1) core list		662	French	1800s		Q1138346	Q504
199		2006	2008	2010	2012	2018		The Portrait of a Lady	James, Henry	1) core list		910	American	1800s		Q861017	Q170509
200		2006	2008	2010	2012	2018		The House by the Medlar Tree	Verga, Giovanni	1) core list	I Malavoglia	1091	Italian	1800s		Q2356529	Q271814
201			2008	2010	2012	2018		The Posthumous Memoirs of Bras Cubas	Machado de Assis, Joaquim Maria	3) Added 2008	Epitaph of a Small Winner	26	Brazilian	1800s		Q1464493	Q311145
202		2006	2008	2010	2012	2018		Bouvard and Pécuchet	Flaubert, Gustave	1) core list		605	French	1800s		Q728104	Q43444
203		2006	2008	2010	2012	2018		Treasure Island	Stevenson, Robert Louis	1) core list		522	Scottish	1800s		Q185118	Q1512
204		2006	2008	2010	2012	2018		A Woman’s Life	Maupassant, Guy de	1) core list	Une vie	536	French	1800s		Q249242	Q9327
205		2006	2008	2010	2012	2018		The Death of Ivan Ilyich	Tolstoy, Leo	1) core list		92	Russian	1800s		Q396602	Q7243
206		2006	2008	2010	2012	2018		Against the Grain	Huysmans, Joris-Karl	1) core list		484	French	1800s		Q763184	Q210798
207			2008	2010	2012	2018		The Regent's Wife	Alas, Leopoldo	3) Added 2008		792		1800s		Q1784466	Q312747
208		2006	2008	2010	2012	2018		Bel-Ami	Maupassant, Guy de	1) core list	Bel-Ami	619	French	1800s		Q339761	Q9327
209		2006	2008	2010	2012	2018		Marius the Epicurean	Pater, Walter	1) core list		1113	English	1800s		Q5477441	Q352528
210		2006	2008	2010	2012	2018		The Adventures of Huckleberry Finn	Twain, Mark	1) core list		569	American	1800s		Q215410	Q7245
211		2006	2008	2010	2012	2018		Germinal	Zola, Émile	1) core list		188	French	1800s		Q137869	Q504
212		2006	2008	2010	2012	2018		King Solomon’s Mines	Haggard, H. Rider	1) core list		580	English	1800s		Q1137494	Q237196
213		2006						Kidnapped	Stevenson, Robert Louis	2) Deleted 2008		612	Scottish	1800s		Q2349094	Q1512
214		2006						The Mayor of Casterbridge	Hardy, Thomas	2) Deleted 2008		640	English	1800s		Q2343169	Q132805
215			2008	2010	2012	2018		The Quest	Eeden, Frederik van	3) Added 2008	De kleine Johannes	1109	Dutch	1800s		Q2181615	Q211514
216		2006	2008	2010	2012	2018		The Strange Case of Dr. Jekyll and Mr. Hyde	Stevenson, Robert Louis	1) core list		497	Scottish	1800s		Q217352	Q1512
217		2006						She	Haggard, H. Rider	2) Deleted 2008		1003	English	1800s		Q640513	Q237196
218		2006						The Woodlanders	Hardy, Thomas	2) Deleted 2008		602	English	1800s		Q2254480	Q132805
219			2008	2010	2012	2018		The Manors of Ulloa	Pardo Bazan, Emilia	3) Added 2008	Los pazos de Ulloa	977		1800s		Q9024322	Q275929
220		2006	2008	2010	2012	2018		The People of Hemsö	Strindberg, August	1) core list	Hemsöborna	1189	Swedish	1800s		Q3287333	Q7724
221		2006						Fortunata y Jacinta	Pérez Galdós, Benito	2) Deleted 2008		511	Spanish	1800s		Q3815979	Q189869
222		2006	2008	2010	2012	2018		Pierre and Jean	Maupassant, Guy de	1) core list		865	French	1800s		Q1163683	Q9327
223		2006						The Master of Ballantrae	Stevenson, Robert Louis	2) Deleted 2008		854	Scottish	1800s		Q2615930	Q1512
224			2008	2010	2012	2018		Under the Yoke	Vazov, Ivan	3) Added 2008		157		1800s		Q2668054	Q310630
225			2008	2010	2012	2018		The Child of Pleasure	D'Annunzio, Gabriele	3) Added 2008	Il Piacere	1141	Italian	1800s		Q3795119	Q193236
226			2008	2010	2012	2018		Eline Vere	Couperus, Louis	3) Added 2008		999		1800s		Q1622722	Q437798
227		2006	2008	2010	2012	2018		Hunger	Hamsun, Knut	1) core list		129	Norway	1800s		Q1062365	Q40826
